Transaction_ID,Transaction_Date,Location,Customer,Product_Service,Quantity,Unit_Price,Revenue,Sales_Rep,Status,Source_File
NAS-10137,2026-01-31,Nashville,Summit Financial,Implementation,4,6826.45,27305.8,Taylor Smith,Cancelled,Nashville_Transactions.csv
NAS-10138,2026-02-12,Nashville,Redwood Operations,Support,5,1765.54,8827.7,Taylor Smith,Completed,Nashville_Transactions.csv
NAS-10139,2026-05-17,Nashville,Blue Ridge Services,Consulting,1,3280.3,3280.3,Casey Brown,Cancelled,Nashville_Transactions.csv
NAS-10140,2026-03-16,Nashville,Blue Ridge Services,Consulting,3,4916.0,14748.0,Casey Brown,Completed,Nashville_Transactions.csv
NAS-10141,2026-07-12,Nashville,Vertex Technology,Automation,1,2813.53,2813.53,Jordan Lee,Completed,Nashville_Transactions.csv
NAS-10142,2026-07-02,Nashville,Evergreen Retail,Consulting,2,1998.71,3997.42,Taylor Smith,Pending,Nashville_Transactions.csv
NAS-10143,2026-03-10,Nashville,Vertex Technology,Data Services,2,4098.41,8196.82,Alex Johnson,Pending,Nashville_Transactions.csv
NAS-10144,2026-07-11,Nashville,Blue Ridge Services,Implementation,1,4514.25,4514.25,Morgan Davis,Pending,Nashville_Transactions.csv
NAS-10145,2026-08-11,Nashville,Northstar Logistics,Data Services,3,4118.8,12356.4,Alex Johnson,Completed,Nashville_Transactions.csv
NAS-10146,2026-04-20,Nashville,Summit Financial,Implementation,5,4488.58,22442.9,Alex Johnson,Completed,Nashville_Transactions.csv
NAS-10147,2026-05-28,Nashville,Pioneer Manufacturing,Support,3,1175.51,3526.53,Casey Brown,Pending,Nashville_Transactions.csv
NAS-10148,2026-06-10,Nashville,Crescent Health,Support,1,591.89,591.89,Jordan Lee,Completed,Nashville_Transactions.csv
NAS-10149,2026-04-20,Nashville,Summit Financial,Consulting,4,2826.07,11304.28,Taylor Smith,Completed,Nashville_Transactions.csv
